n1,n2,t
40,41,37040
41,29,37100
41,29,37140
41,29,37180
40,41,37240
41,29,37240
40,41,37260
41,29,37260
41,29,37280
41,25,37360
41,25,37400
40,41,37420
41,25,37420
40,41,37440
41,25,37440
41,25,37480
40,25,37480
41,23,37580
40,23,37620
41,23,37640
41,21,37720
40,21,37740
40,21,37760
41,21,37760
40,41,37780
40,21,37780
41,21,37780
40,21,37800
41,21,37800
40,41,37820
40,21,37820
41,21,37820
40,41,37840
40,21,37840
41,21,37840
40,21,37860
40,21,37880
40,21,37900
40,21,37920
41,24,38240
41,24,38260
41,24,38280
41,24,38300
41,24,38320
41,24,38340
41,24,38360
41,24,38380
40,41,38400
41,24,38400
41,24,38440
40,41,39940
40,41,41440
40,41,41520
40,41,41620
40,41,44320
40,35,46800
40,35,47080
40,30,51640
40,24,51700
40,24,51720
40,29,51800
41,24,57880
41,24,57900
41,24,57920
41,24,57980
40,24,58020
40,41,58160
40,41,58180
41,21,58400
41,25,58560
40,41,58600
41,25,58600
40,41,58620
41,25,58620
40,25,58620
41,25,58640
40,25,58640
40,41,58660
41,25,58660
40,41,58720
41,29,58720
40,41,58760
40,41,58840
41,30,58840
40,41,58860
41,30,58860
41,30,58880
41,30,58900
41,30,58920
41,30,59300
41,30,59340
41,30,59400
40,41,59420
41,30,59420
40,41,59540
41,30,59580
40,30,59600
41,30,59600
40,30,59620
41,38,59820
41,37,59860
41,37,59880
40,37,59960
40,37,59980
40,41,60040
40,41,60360
40,41,60400
41,39,60440
41,39,60460
41,39,60480
41,39,60500
41,39,60520
41,39,60540
40,41,60560
41,39,60600
41,28,60640
41,28,60660
41,28,60680
41,28,60720
40,41,60780
41,28,60800
41,28,60820
41,28,60840
40,41,60880
41,28,60900
41,28,61020
41,28,61080
41,28,61100
41,28,61120
41,28,61160
41,28,61220
41,28,61240
41,28,61280
40,41,61300
41,28,61320
40,41,61320
41,28,61340
41,28,61360
41,28,61380
41,28,61420
41,28,61440
40,41,61580
41,28,61660
40,41,61760
40,28,62280
8,41,63140
8,41,63300
9,12,63620
9,13,63700
8,9,63720
8,9,63740
8,9,63760
8,9,63800
8,9,63820
8,9,63840
8,9,63860
8,9,63880
8,9,63900
8,9,63920
8,9,63940
13,12,63940
8,9,63960
8,9,63980
8,9,64000
13,12,64320
8,9,64340
13,12,64340
8,9,64360
13,12,64360
8,9,64380
13,12,64380
8,9,64400
13,12,64400
8,9,64420
13,12,64420
8,9,64440
8,9,64460
13,12,64460
10,7,64480
8,9,64480
10,7,64500
8,9,64500
10,7,64520
9,13,64520
8,9,64520
10,7,64540
8,9,64540
13,12,64540
8,9,64560
9,7,64580
9,7,64600
8,9,64620
12,7,64640
9,7,64660
9,7,64680
10,7,64680
9,10,64680
9,7,64700
10,7,64700
9,7,64760
8,24,64820
9,10,64840
9,7,64980
9,7,65000
9,7,65020
9,7,65040
9,10,65040
9,7,65060
9,10,65060
9,7,65080
9,7,65100
9,7,65120
9,7,65160
9,7,65180
9,7,65200
8,28,65200
8,28,65220
9,7,65300
10,12,65400
10,12,65420
12,7,65440
10,12,65440
9,7,65480
8,13,65480
8,13,65500
8,13,65520
9,7,65540
8,13,65540
9,7,65560
8,13,65560
9,7,65580
8,13,65580
9,7,65600
10,7,65600
8,10,65600
9,7,65620
8,10,65620
8,10,65640
10,43,65640
9,7,65660
8,10,65660
8,10,65680
10,43,65680
8,10,65700
10,43,65700
8,10,65740
10,43,65740
9,7,65760
8,43,65760
8,10,65760
9,7,65780
9,43,65800
9,7,65800
43,7,65800
9,7,65820
10,43,65820
9,7,65840
9,7,65860
10,22,65860
13,12,65860
9,7,65880
10,22,65880
10,24,65880
8,9,65900
8,9,65920
8,9,65940
8,9,65960
8,9,65980
43,25,66000
9,7,66020
43,25,66020
13,12,66020
8,43,66040
43,25,66040
8,43,66060
8,43,66080
43,25,66080
13,12,66080
43,25,66120
9,7,66140
8,43,66140
43,25,66140
13,12,66140
9,7,66160
8,10,66160
13,12,66160
9,7,66180
43,25,66180
9,7,66200
43,25,66200
10,37,66200
9,43,66220
9,7,66220
8,43,66220
43,25,66220
10,37,66220
9,43,66240
9,7,66240
43,7,66240
43,25,66240
8,7,66240
9,43,66260
9,7,66260
8,43,66260
43,7,66260
43,25,66260
10,35,66260
8,7,66260
9,43,66280
9,7,66280
10,34,66280
43,7,66280
43,25,66280
8,7,66280
9,43,66300
9,7,66300
43,7,66300
10,38,66320
9,10,66320
43,25,66320
43,25,66340
13,7,66360
12,40,66360
43,25,66360
13,12,66360
8,43,66380
43,25,66380
9,7,66400
43,25,66440
7,28,66460
43,25,66460
10,31,66480
7,36,66480
43,25,66480
43,25,66500
13,12,66500
8,43,66520
9,10,66540
10,28,66540
13,12,66540
9,10,66560
13,12,66560
10,7,66580
7,36,66580
43,25,66580
13,12,66580
9,7,66600
43,25,66600
43,21,66600
13,12,66600
9,7,66620
9,7,66640
43,25,66640
9,7,66660
8,43,66660
43,25,66660
13,12,66660
9,7,66680
9,28,66680
43,25,66680
10,13,66700
43,25,66700
43,21,66700
43,25,66720
9,7,66740
10,43,66740
43,25,66740
9,7,66760
43,25,66760
9,7,66780
43,25,66780
9,7,66800
43,25,66800
43,21,66800
9,7,66820
9,28,66820
43,25,66820
9,7,66840
43,25,66840
43,21,66840
9,7,66860
43,25,66860
43,25,66880
9,7,66900
10,13,66900
43,25,66900
43,25,66920
9,7,66940
43,25,66940
9,7,66960
43,25,66960
43,25,66980
9,7,67000
12,30,67000
43,25,67000
43,21,67000
9,7,67020
12,30,67020
43,25,67020
12,30,67040
43,25,67040
9,7,67060
12,30,67060
43,25,67060
9,7,67080
43,25,67080
9,7,67100
12,30,67100
13,31,67100
43,25,67100
9,7,67120
12,30,67120
7,36,67120
43,25,67120
43,21,67120
12,30,67140
9,28,67140
43,25,67140
7,36,67160
43,25,67160
9,7,67180
9,7,67200
13,31,67200
9,7,67220
8,43,67220
13,31,67240
13,31,67260
9,7,67280
13,31,67280
7,28,67300
13,31,67300
9,10,67300
7,28,67320
43,30,67340
7,28,67340
12,30,67340
43,30,67360
7,28,67360
12,30,67360
9,10,67360
12,43,67360
7,28,67380
12,30,67380
7,28,67400
12,30,67400
43,30,67420
12,30,67420
43,30,67440
12,30,67440
43,30,67460
8,43,67460
12,30,67460
8,43,67480
12,30,67480
9,10,67480
7,28,67500
9,10,67500
43,30,67520
7,28,67520
8,30,67540
9,36,67540
9,7,67560
8,43,67560
7,28,67560
9,28,67560
9,7,67580
7,28,67580
9,28,67580
7,28,67600
8,43,67620
7,28,67640
9,36,67640
7,28,67660
9,7,67680
7,28,67680
9,28,67680
12,37,67680
9,7,67700
9,28,67700
9,7,67720
9,28,67720
12,37,67720
9,7,67740
9,28,67740
9,7,67760
8,43,67760
12,37,67760
9,7,67800
9,28,67800
12,37,67800
9,7,67820
9,7,67840
43,30,67840
13,7,67840
9,13,67840
9,7,67860
43,30,67860
8,43,67860
9,13,67860
9,7,67880
9,7,67900
43,30,67900
9,28,67900
8,30,67900
43,30,67920
9,7,67940
9,7,67960
9,7,67980
9,28,67980
9,7,68000
43,30,68000
9,28,68000
43,37,68020
9,7,68020
43,30,68020
9,28,68020
8,30,68020
9,7,68040
43,30,68040
8,43,68040
9,28,68040
12,37,68040
9,7,68060
43,30,68060
8,30,68060
9,28,68080
9,28,68100
12,37,68100
9,7,68120
9,7,68140
7,28,68140
13,39,68140
43,30,68160
7,28,68160
12,37,68160
43,30,68180
12,37,68180
43,30,68200
7,28,68200
9,7,68220
43,30,68220
8,43,68220
7,28,68220
9,28,68220
9,7,68240
9,28,68240
12,37,68240
12,37,68260
8,43,68280
12,37,68280
8,43,68300
9,28,68300
8,43,68320
9,28,68320
9,7,68340
7,28,68340
13,31,68340
9,28,68340
7,28,68360
13,31,68360
10,43,68360
13,31,68380
10,43,68380
8,9,68380
9,7,68400
10,43,68400
9,7,68420
8,43,68420
9,28,68420
12,35,68420
8,13,68420
13,43,68420
9,7,68440
8,43,68440
9,28,68440
10,43,68440
10,13,68440
8,13,68440
13,43,68440
9,7,68460
43,39,68460
8,43,68460
9,28,68460
8,10,68460
10,43,68460
10,13,68460
8,13,68460
13,43,68460
9,7,68480
8,43,68480
9,28,68480
10,43,68480
9,7,68500
10,39,68500
10,43,68500
9,7,68520
7,28,68520
10,39,68520
43,39,68540
7,28,68540
9,28,68540
10,39,68540
10,43,68540
9,7,68560
43,39,68560
9,28,68560
10,39,68560
10,43,68560
13,42,68560
9,7,68580
9,28,68580
10,39,68580
9,7,68600
9,28,68600
10,43,68600
9,7,68620
9,28,68620
10,43,68620
9,7,68640
8,43,68640
7,28,68640
9,28,68640
8,10,68640
10,43,68640
12,35,68640
9,7,68660
8,43,68660
9,28,68660
8,10,68660
10,43,68660
9,7,68680
8,43,68680
9,28,68680
8,10,68680
10,43,68680
12,35,68680
9,7,68700
9,28,68700
43,31,68700
8,10,68700
10,43,68700
9,7,68720
9,28,68720
43,31,68720
8,10,68720
9,7,68740
7,28,68740
8,10,68740
9,7,68760
7,28,68760
9,28,68760
10,39,68760
43,31,68760
10,43,68760
9,7,68780
7,28,68780
9,28,68780
10,39,68780
43,31,68780
10,43,68780
43,28,68780
9,43,68800
9,7,68800
7,28,68800
10,43,68800
9,7,68820
7,28,68820
10,43,68820
12,35,68820
9,28,68840
10,43,68840
9,28,68860
10,43,68860
9,43,68880
9,28,68880
43,7,68880
9,7,68900
9,28,68900
43,28,68900
9,7,68920
43,28,68920
9,7,68940
43,36,68940
43,28,68940
9,7,68960
10,21,68960
9,7,68980
8,21,68980
21,25,68980
10,21,68980
9,7,69000
8,10,69000
43,44,69000
21,25,69000
10,21,69000
43,44,69020
13,43,69020
9,7,69040
9,38,69040
10,43,69040
9,7,69060
10,43,69060
10,13,69060
13,43,69060
8,43,69080
10,43,69080
9,7,69100
9,38,69100
10,43,69100
10,13,69100
13,43,69100
9,7,69120
10,43,69120
13,43,69120
10,43,69140
10,21,69140
8,7,69140
9,7,69160
8,9,69160
10,21,69160
8,7,69160
13,43,69160
9,7,69180
10,21,69180
13,43,69180
9,7,69200
43,24,69200
10,21,69200
13,43,69200
9,7,69220
43,24,69220
8,38,69220
43,23,69220
10,21,69220
9,34,69220
9,7,69240
13,23,69240
8,38,69240
43,23,69240
10,21,69240
9,34,69240
13,43,69240
9,7,69260
10,21,69260
13,43,69260
10,21,69280
10,21,69300
9,43,69320
10,21,69320
8,13,69320
7,22,69340
10,43,69340
10,21,69340
13,43,69340
8,43,69360
10,43,69360
10,21,69360
9,7,69380
13,23,69380
10,43,69380
12,35,69380
13,43,69380
9,7,69400
43,23,69400
13,43,69400
13,43,69420
10,43,69440
12,7,69460
12,35,69460
13,43,69460
12,7,69480
10,43,69480
12,35,69480
13,43,69480
13,23,69500
8,10,69500
12,35,69500
43,37,69520
8,10,69520
9,10,69520
8,9,69520
12,35,69520
8,43,69540
13,23,69540
12,35,69540
8,43,69560
43,34,69560
7,22,69560
43,29,69560
10,43,69580
12,35,69580
10,43,69600
10,43,69620
12,35,69620
9,7,69640
13,23,69640
10,43,69640
12,35,69640
9,7,69660
10,43,69660
12,35,69660
10,43,69680
10,43,69700
8,7,69720
13,43,69720
43,37,69740
7,22,69740
43,37,69760
10,34,69760
12,43,69760
9,13,69780
12,43,69780
43,35,69780
9,43,69820
8,43,69820
8,10,69820
10,43,69820
9,10,69820
13,12,69820
8,43,69840
8,10,69840
10,43,69840
9,10,69840
12,43,69840
8,43,69860
8,10,69860
10,43,69860
9,22,69860
9,7,69880
8,43,69880
8,10,69880
10,43,69880
12,43,69880
9,22,69880
8,43,69900
8,10,69900
10,43,69900
12,43,69900
8,10,69920
7,22,69920
10,43,69920
8,13,69920
10,13,69940
9,22,69940
8,43,69960
12,43,69960
8,43,69980
7,22,69980
8,13,70020
13,44,70040
9,22,70040
8,43,70060
10,12,70060
8,43,70080
9,7,70100
8,43,70100
9,7,70120
13,24,70160
9,22,70180
43,31,70200
9,22,70200
9,7,70220
43,36,70220
8,10,70220
43,28,70220
9,7,70240
43,36,70240
8,10,70240
43,28,70240
9,7,70260
8,10,70260
9,7,70280
9,13,70280
43,28,70280
9,7,70300
8,10,70300
8,10,70320
9,22,70320
9,7,70340
13,7,70340
9,7,70360
13,7,70360
8,43,70360
8,9,70360
8,13,70360
8,7,70360
13,43,70360
8,7,70380
8,7,70400
7,25,70420
8,7,70420
13,43,70420
9,25,70440
9,7,70440
8,9,70440
8,7,70440
9,25,70460
9,7,70460
10,34,70460
8,25,70460
10,43,70460
8,9,70460
9,25,70480
8,7,70480
10,37,70480
9,25,70500
9,7,70500
10,43,70500
9,7,70520
10,43,70520
9,10,70520
9,25,70540
9,7,70540
8,10,70540
9,10,70540
9,7,70560
13,24,70560
8,43,70580
10,43,70580
9,25,70600
8,43,70600
10,43,70600
7,25,70600
9,25,70620
9,7,70620
8,43,70620
10,43,70620
7,25,70620
9,25,70640
9,7,70640
8,43,70640
8,10,70640
10,43,70640
7,25,70640
9,25,70660
8,43,70660
8,10,70660
10,43,70660
13,24,70680
7,25,70680
13,24,70700
7,25,70700
8,25,70720
13,22,70720
8,7,70720
9,7,70740
8,25,70740
13,22,70740
8,25,70760
8,25,70800
8,7,70800
8,25,70820
9,7,70840
8,25,70840
8,25,70880
10,43,70880
8,25,70900
10,43,70900
8,25,70920
10,43,70920
9,43,70940
9,7,70940
8,25,70940
10,7,70940
10,43,70940
9,25,70960
9,43,70960
9,7,70960
8,25,70960
8,9,70960
9,25,70980
8,25,70980
10,43,70980
8,9,70980
8,25,71000
11,43,71000
8,25,71020
11,43,71020
8,25,71040
11,43,71040
8,25,71060
11,43,71060
8,25,71080
11,43,71080
10,43,71080
11,10,71080
9,7,71100
8,25,71100
11,43,71100
10,43,71100
11,10,71100
8,25,71120
21,25,71120
9,7,71140
8,21,71140
8,25,71140
10,43,71140
21,25,71140
13,35,71140
9,7,71160
10,43,71160
0,13,71160
9,7,71180
8,43,71180
8,10,71180
10,43,71180
9,7,71200
10,43,71200
9,0,71200
11,12,71200
21,25,71200
11,13,71220
10,43,71220
7,21,71220
11,13,71240
9,0,71240
7,21,71240
11,13,71260
9,0,71260
7,21,71260
11,8,71280
10,43,71280
9,0,71280
11,8,71300
10,43,71300
9,0,71300
11,8,71320
7,21,71320
21,25,71320
11,8,71340
10,43,71340
9,0,71340
7,21,71340
8,43,71360
11,9,71360
10,43,71360
7,21,71360
21,25,71360
8,43,71380
11,9,71380
9,0,71380
7,21,71380
21,25,71380
11,0,71380
8,43,71400
11,9,71400
10,43,71400
9,0,71400
7,21,71400
8,43,71420
8,10,71420
11,9,71420
10,43,71420
7,21,71420
21,25,71420
9,7,71440
8,43,71440
11,9,71440
10,43,71440
7,21,71440
11,0,71440
9,7,71460
8,10,71460
10,43,71460
9,7,71480
8,10,71480
10,43,71480
9,7,71500
9,21,71500
8,10,71500
10,43,71500
7,21,71500
9,7,71520
9,21,71520
4,0,71520
8,10,71520
10,43,71520
7,21,71520
9,7,71540
4,0,71540
10,43,71540
9,7,71560
10,43,71560
9,7,71580
10,43,71580
7,21,71580
13,12,71580
9,7,71600
9,21,71600
10,43,71600
7,21,71600
9,7,71620
9,21,71620
11,43,71620
8,10,71620
10,43,71620
7,21,71620
9,7,71640
9,21,71640
7,21,71640
9,7,71660
9,21,71660
11,43,71660
9,7,71680
9,21,71680
11,43,71680
10,43,71680
7,21,71680
13,7,71700
11,43,71700
10,43,71700
9,13,71700
9,7,71720
13,7,71720
11,43,71720
10,43,71720
9,13,71720
9,7,71740
8,43,71740
11,43,71740
10,43,71740
9,7,71760
9,7,71780
4,2,71780
10,43,71780
0,2,71780
9,7,71800
0,2,71800
9,25,71820
9,7,71820
4,33,71820
33,0,71820
4,0,71820
9,7,71840
4,33,71840
33,0,71840
4,0,71840
11,43,71840
10,43,71840
9,7,71860
45,46,71860
4,33,71860
33,0,71860
4,0,71860
11,43,71860
10,43,71860
9,7,71880
45,46,71880
7,29,71880
4,13,71880
11,43,71880
8,10,71880
10,43,71880
11,10,71880
9,7,71900
7,29,71900
11,43,71900
8,10,71900
10,43,71900
9,7,71920
45,46,71920
7,29,71920
13,2,71920
12,2,71920
8,10,71920
9,7,71940
45,46,71940
13,2,71940
12,2,71940
10,43,71940
9,29,71960
9,7,71960
45,46,71960
13,2,71960
4,0,71960
8,10,71960
10,43,71960
11,10,71960
9,29,71980
9,7,71980
45,46,71980
13,2,71980
4,0,71980
8,10,71980
45,46,72000
2,45,72000
13,2,72000
4,0,72000
8,10,72000
9,29,72020
45,46,72020
2,45,72020
13,2,72020
4,0,72020
2,46,72020
8,10,72020
10,43,72020
7,25,72020
13,12,72020
4,0,72040
0,2,72040
7,25,72040
13,12,72040
4,2,72060
4,0,72060
0,2,72060
8,43,72080
4,2,72080
4,0,72080
10,43,72080
0,2,72080
9,29,72100
8,43,72100
4,2,72100
10,43,72100
0,2,72100
13,12,72100
9,7,72120
4,33,72120
8,43,72120
4,2,72120
43,45,72120
8,10,72120
0,2,72120
9,7,72140
4,2,72140
43,45,72140
8,10,72140
9,7,72160
4,2,72160
8,10,72160
11,10,72160
9,7,72180
4,2,72180
4,0,72180
8,10,72180
9,34,72180
8,45,72200
9,7,72200
8,43,72200
4,2,72200
43,45,72200
0,2,72200
9,34,72200
9,7,72220
8,43,72220
4,2,72220
10,43,72220
9,34,72220
13,12,72220
9,7,72240
4,2,72240
8,10,72240
10,43,72240
0,2,72240
9,34,72240
13,12,72240
9,7,72260
43,39,72260
8,43,72260
4,2,72260
8,10,72260
9,34,72260
7,34,72260
8,43,72280
8,10,72280
10,43,72280
0,2,72280
9,34,72280
7,34,72280
9,7,72300
4,2,72300
10,43,72300
9,34,72300
7,34,72300
9,7,72320
8,43,72320
11,13,72320
4,2,72320
11,46,72320
9,34,72320
13,12,72320
7,34,72320
9,7,72340
10,36,72340
4,2,72340
11,46,72340
0,2,72340
10,28,72340
9,34,72340
10,36,72360
11,13,72360
4,2,72360
11,46,72360
0,2,72360
9,34,72360
9,7,72380
43,39,72380
11,46,72380
8,10,72380
9,34,72380
9,7,72400
11,13,72400
4,2,72400
11,46,72400
0,2,72400
9,34,72400
13,12,72400
43,39,72420
4,2,72420
11,45,72420
0,2,72420
7,34,72420
43,39,72440
4,2,72440
11,45,72440
7,34,72440
4,2,72460
11,45,72460
8,10,72460
4,43,72460
43,39,72480
10,36,72480
4,2,72480
11,45,72480
9,7,72500
43,39,72500
10,36,72500
4,2,72500
9,7,72520
43,39,72520
4,2,72520
43,39,72540
10,36,72540
4,2,72540
11,0,72540
43,39,72560
10,36,72560
4,2,72560
9,34,72560
43,39,72580
10,36,72580
4,2,72580
9,34,72580
43,39,72600
4,46,72600
10,36,72600
4,2,72600
11,0,72600
9,34,72600
43,39,72620
4,46,72620
4,2,72620
9,34,72620
43,39,72640
4,2,72640
4,46,72660
4,2,72660
43,39,72680
4,46,72680
4,2,72680
10,36,72700
4,2,72700
43,39,72720
10,36,72720
4,2,72720
10,36,72740
4,2,72740
9,34,72740
43,39,72760
4,2,72760
9,7,72780
43,39,72780
10,36,72780
4,2,72780
13,12,72780
43,39,72800
11,3,72800
10,36,72800
4,2,72800
3,2,72800
4,3,72800
9,7,72820
43,39,72820
10,36,72820
0,3,72820
4,2,72820
11,0,72820
9,34,72820
43,39,72840
4,46,72840
10,36,72840
0,3,72840
11,0,72840
9,34,72840
43,39,72860
4,46,72860
10,36,72860
43,31,72860
19,2,72860
11,0,72860
9,34,72860
4,19,72860
43,39,72880
10,36,72880
4,2,72880
11,0,72880
9,34,72880
9,7,72900
43,39,72900
10,36,72900
4,2,72900
11,0,72900
9,7,72920
43,39,72920
10,36,72920
4,2,72920
11,0,72920
9,7,72940
43,39,72940
10,36,72940
4,2,72940
9,7,72960
43,39,72960
10,36,72960
4,2,72960
8,10,72960
9,7,72980
43,39,72980
0,3,72980
4,2,72980
10,28,72980
11,0,72980
9,7,73000
43,39,73000
4,2,73000
11,0,73000
4,2,73020
8,10,73020
11,0,73020
9,7,73040
43,39,73040
11,0,73040
9,7,73060
47,48,73060
8,10,73060
11,0,73060
9,7,73080
9,7,73100
4,2,73100
8,10,73100
10,28,73100
9,7,73120
43,39,73120
4,2,73120
8,10,73120
43,39,73140
4,2,73140
43,45,73140
9,7,73160
43,39,73160
4,2,73160
43,45,73160
7,38,73160
9,7,73180
43,39,73180
45,39,73180
4,2,73180
43,45,73180
9,7,73200
43,39,73200
11,0,73200
9,7,73220
43,39,73220
9,38,73220
4,2,73220
8,10,73220
10,28,73220
43,39,73240
9,38,73240
0,3,73240
4,2,73240
8,10,73240
10,28,73240
9,7,73260
43,39,73260
11,3,73260
0,3,73260
4,2,73260
43,39,73280
8,10,73280
10,28,73280
43,39,73300
4,2,73300
10,28,73300
11,0,73300
9,7,73320
43,39,73320
4,46,73320
9,38,73320
45,39,73320
7,38,73320
10,28,73320
9,7,73340
9,38,73340
10,28,73340
9,7,73360
43,39,73360
4,2,73360
8,10,73360
10,28,73360
43,39,73380
8,10,73380
10,28,73380
10,36,73400
10,36,73420
10,28,73420
8,10,73440
10,43,73440
10,28,73440
43,39,73460
43,39,73480
0,3,73480
10,28,73480
43,39,73500
4,2,73500
8,28,73500
43,39,73520
10,36,73520
4,2,73520
8,28,73520
10,36,73540
4,2,73540
8,28,73540
13,43,73540
10,36,73560
4,2,73560
43,7,73560
13,43,73560
10,36,73580
13,43,73580
10,36,73600
4,2,73600
8,10,73600
11,0,73600
10,36,73620
4,2,73620
8,10,73620
11,0,73620
0,3,73660
4,2,73660
11,0,73660
13,43,73660
4,2,73680
4,2,73700
13,43,73700
10,36,73720
4,2,73720
43,23,73720
11,0,73720
13,43,73720
4,2,73740
43,23,73740
11,0,73740
13,43,73740
9,7,73760
4,2,73760
43,23,73760
13,43,73760
9,7,73780
4,2,73780
9,7,73800
8,43,73800
10,36,73800
13,23,73800
4,2,73800
43,45,73800
11,0,73800
8,43,73820
10,36,73820
13,45,73820
13,23,73820
4,2,73820
43,45,73820
13,43,73820
9,7,73840
10,36,73840
13,45,73840
4,2,73840
43,45,73840
8,13,73840
13,43,73840
9,7,73860
10,36,73860
4,2,73860
43,45,73860
8,13,73860
13,43,73860
9,7,73880
8,43,73880
13,45,73880
4,2,73880
13,43,73880
9,7,73900
13,23,73900
4,2,73900
43,23,73900
11,0,73900
13,43,73900
9,7,73920
10,36,73920
4,2,73920
43,23,73920
13,43,73920
9,7,73940
4,2,73940
13,43,73940
8,45,73960
9,7,73960
4,2,73960
13,43,73960
8,45,73980
9,7,73980
4,2,73980
45,38,73980
13,43,73980
9,7,74000
4,2,74000
13,43,74000
9,7,74020
4,2,74020
13,43,74020
10,36,74040
4,2,74040
13,43,74040
8,45,74060
9,7,74060
10,36,74060
13,23,74060
4,2,74060
45,38,74060
43,23,74060
13,43,74060
8,45,74080
9,7,74080
4,2,74080
43,23,74080
13,43,74080
9,7,74100
13,23,74100
4,2,74100
43,23,74100
9,7,74120
13,23,74120
4,2,74120
43,23,74120
13,43,74120
9,7,74140
4,2,74140
43,23,74140
13,12,74140
13,43,74140
9,7,74160
0,3,74160
13,23,74160
4,2,74160
43,23,74160
13,43,74160
4,2,74180
43,23,74180
10,12,74180
13,43,74180
9,7,74200
4,2,74200
45,38,74200
43,23,74200
13,43,74200
9,7,74220
43,24,74220
4,2,74220
45,38,74220
43,23,74220
12,25,74220
13,43,74220
4,2,74240
43,23,74240
12,25,74240
13,43,74240
0,3,74260
4,2,74260
43,23,74260
12,25,74260
13,43,74260
4,2,74280
43,23,74280
12,25,74280
13,43,74280
9,7,74300
4,2,74300
43,23,74300
12,25,74300
13,43,74300
9,7,74320
12,25,74320
13,43,74320
43,24,74340
4,2,74340
45,38,74340
43,23,74340
13,43,74340
9,7,74360
43,24,74360
4,2,74360
12,37,74360
45,38,74360
43,23,74360
13,43,74360
9,7,74380
4,2,74380
45,38,74380
43,23,74380
13,43,74380
8,45,74400
43,24,74400
4,2,74400
43,23,74400
43,24,74420
4,2,74420
45,38,74420
9,7,74440
4,2,74440
45,38,74440
13,43,74440
9,7,74460
4,2,74460
9,7,74480
4,2,74480
8,38,74480
33,3,74480
4,2,74500
45,38,74500
4,2,74520
45,38,74520
4,2,74540
43,30,74560
4,2,74560
